item_key,id,defect,base_defect,family,q_type,chapter,n_obs,n_levels,dose_spread,y_var,s_i,se_s_i,s_per_dose,c_i,converged,q_var_ok
luke6:item13:open,uw-174427-open,addition:neutral,addition,neutral,open,6,6,6,0.3,0.13889,0.94405,0.75439,9.57446,1.79081,1,1
luke7:item9:open,uw-174434-open,addition:neutral,addition,neutral,open,7,6,6,0.3,0.13889,0.94405,0.75439,9.57446,1.79081,1,1
luke8:item15:open,uw-174454-open,addition:neutral,addition,neutral,open,8,6,6,0.3,0.13889,0.94405,0.75439,9.57446,1.79081,1,1
luke4:item21:open,uw-174392-open,addition:neutral,addition,neutral,open,4,6,6,0.3,0.25,0.8914,0.69741,9.04047,0.23102,1,1
luke4:item43:open,uw-174398-open,addition:neutral,addition,neutral,open,4,6,6,0.3,0.22222,0.86738,0.70464,8.79683,0.92454,1,1
luke2:item13:open,uw-174354-open,addition:adversarial,addition,adversarial,open,2,6,6,0.3,0.13889,0.78808,0.74338,7.9926,-1.16195,1,1
luke2:item24:mcq,uw-174362-mcq,addition:adversarial,addition,adversarial,mcq,2,6,6,0.3,0.13889,0.78808,0.74338,7.9926,-1.16195,1,1
luke8:item11:open,uw-174449-open,addition:adversarial,addition,adversarial,open,8,6,6,0.3,0.13889,0.78808,0.74338,7.9926,-1.16195,1,1
luke8:item7:open,uw-174447-open,addition:neutral,addition,neutral,open,8,6,6,0.3,0.22222,0.75635,0.69498,7.67078,-0.41248,1,1
luke2:item13:open,uw-174354-open,addition:bad,addition,bad,open,2,6,6,0.3,0.13889,0.7028,0.73128,7.12767,-1.10029,1,1
luke2:item21:open,uw-174361-open,addition:bad,addition,bad,open,2,6,6,0.3,0.13889,0.7028,0.73128,7.12767,-1.10029,1,1
luke2:item7:open,uw-174350-open,addition:bad,addition,bad,open,2,6,6,0.3,0.13889,0.7028,0.73128,7.12767,-1.10029,1,1
luke4:item35:open,uw-174398-open,addition:bad,addition,bad,open,4,6,6,0.3,0.13889,0.7028,0.73128,7.12767,-1.10029,1,1
luke8:item11:open,uw-174449-open,addition:bad,addition,bad,open,8,6,6,0.3,0.13889,0.7028,0.73128,7.12767,-1.10029,1,1
luke5:item4:mcq,uw-174401-mcq,addition:adversarial,addition,adversarial,mcq,5,6,6,0.3,0.22222,0.70091,0.68623,7.10856,0.84168,1,1
luke2:item19:open,uw-174359-open,addition:bad,addition,bad,open,2,6,6,0.3,0.25,0.66971,0.67087,6.79209,0.21363,1,1
luke4:item37:open,uw-174398-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.22222,0.60429,0.67936,6.12859,-0.43843,1,1
luke4:item17:open,uw-174388-open,addition:neutral,addition,neutral,open,4,6,6,0.3,0.22222,0.52098,0.66877,5.28375,-0.3863,1,1
luke8:item11:open,uw-174449-open,addition:neutral,addition,neutral,open,8,6,6,0.3,0.22222,0.52098,0.66877,5.28375,-0.3863,1,1
luke1:item32:mcq,uw-174336-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.13889,0.47438,0.72612,4.81112,1.57275,1,1
luke4:item33:open,uw-174397-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.13889,0.47438,0.72612,4.81112,1.57275,1,1
luke5:item5:open,uw-174402-open,addition:adversarial,addition,adversarial,open,5,6,6,0.3,0.22222,0.46866,0.66868,4.75305,0.80605,1,1
luke4:item23:open,uw-174393-open,addition:bad,addition,bad,open,4,6,6,0.3,0.25,0.44882,0.65045,4.5519,0.20815,1,1
luke4:item37:open,uw-174398-open,addition:bad,addition,bad,open,4,6,6,0.3,0.25,0.44882,0.65045,4.5519,0.20815,1,1
luke1:item15:open,uw-174326-open,addition:neutral,addition,neutral,open,1,6,6,0.3,0.25,0.43501,0.64948,4.41178,0.21872,1,1
luke4:item36:mcq,uw-174398-mcq,addition:neutral,addition,neutral,mcq,4,6,6,0.3,0.25,0.43501,0.64948,4.41178,0.21872,1,1
luke4:item38:mcq,uw-174398-mcq,addition:neutral,addition,neutral,mcq,4,6,6,0.3,0.25,0.43501,0.64948,4.41178,0.21872,1,1
luke1:item1:open,uw-174316-open,addition:bad,addition,bad,open,1,6,6,0.3,0.22222,0.40768,0.66731,4.13462,0.83318,1,1
luke1:item35:open,uw-174340-open,addition:bad,addition,bad,open,1,6,6,0.3,0.22222,0.40768,0.66731,4.13462,0.83318,1,1
luke4:item21:open,uw-174392-open,addition:bad,addition,bad,open,4,6,6,0.3,0.22222,0.40768,0.66731,4.13462,0.83318,1,1
luke6:item13:open,uw-174427-open,addition:bad,addition,bad,open,6,6,6,0.3,0.22222,0.40768,0.66731,4.13462,0.83318,1,1
luke8:item15:open,uw-174454-open,addition:bad,addition,bad,open,8,6,6,0.3,0.22222,0.40768,0.66731,4.13462,0.83318,1,1
luke2:item1:open,uw-174346-open,addition:bad,addition,bad,open,2,6,6,0.3,0.13889,0.4045,0.72912,4.10238,1.60455,1,1
luke4:item16:mcq,uw-174387-mcq,addition:bad,addition,bad,mcq,4,6,6,0.3,0.13889,0.4045,0.72912,4.10238,1.60455,1,1
luke5:item15:open,uw-174407-open,addition:neutral,addition,neutral,open,5,6,6,0.3,0.22222,0.39388,0.66737,3.99463,0.84378,1,1
luke7:item12:mcq,uw-174436-mcq,addition:neutral,addition,neutral,mcq,7,6,6,0.3,0.22222,0.39388,0.66737,3.99463,0.84378,1,1
luke4:item23:open,uw-174393-open,addition:neutral,addition,neutral,open,4,6,6,0.3,0.13889,0.38875,0.73054,3.94266,1.6181,1,1
luke4:item31:open,uw-174396-open,addition:neutral,addition,neutral,open,4,6,6,0.3,0.13889,0.38875,0.73054,3.94266,1.6181,1,1
luke5:item9:open,uw-174403-open,addition:neutral,addition,neutral,open,5,6,6,0.3,0.13889,0.38875,0.73054,3.94266,1.6181,1,1
luke4:item35:open,uw-174398-open,addition:neutral,addition,neutral,open,4,6,6,0.3,0.22222,0.30078,0.6505,3.05047,-0.37073,1,1
luke6:item4:mcq,uw-174415-mcq,addition:adversarial,addition,adversarial,mcq,6,6,6,0.3,0.25,0.29688,0.64065,3.01087,0.17459,1,1
luke7:item18:mcq,uw-174442-mcq,addition:adversarial,addition,adversarial,mcq,7,6,6,0.3,0.22222,0.24543,0.65971,2.48914,0.78339,1,1
luke7:item9:open,uw-174434-open,addition:adversarial,addition,adversarial,open,7,6,6,0.3,0.22222,0.24543,0.65971,2.48914,0.78339,1,1
luke6:item16:mcq,uw-174428-mcq,addition:bad,addition,bad,mcq,6,6,6,0.3,0.25,0.23871,0.63831,2.42091,0.20384,1,1
luke4:item43:open,uw-174398-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.13889,0.20854,0.72357,2.11493,1.52831,1,1
luke5:item23:open,uw-174412-open,addition:adversarial,addition,adversarial,open,5,6,6,0.3,0.13889,0.20854,0.72357,2.11493,1.52831,1,1
luke1:item10:mcq,uw-174323-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item11:open,uw-174324-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item12:mcq,uw-174324-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item13:open,uw-174325-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item14:mcq,uw-174325-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item16:mcq,uw-174326-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item17:open,uw-174328-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item1:open,uw-174316-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item20:mcq,uw-174329-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item21:open,uw-174330-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item22:mcq,uw-174330-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item24:mcq,uw-174331-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item25:open,uw-174332-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item26:mcq,uw-174332-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item29:open,uw-174335-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item2:mcq,uw-174316-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item30:mcq,uw-174335-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item33:open,uw-174339-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item34:mcq,uw-174339-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item36:mcq,uw-174340-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item38:mcq,uw-174341-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item3:open,uw-174317-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item40:mcq,uw-174342-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item41:open,uw-174343-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item42:mcq,uw-174343-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item43:open,uw-174344-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item44:mcq,uw-174344-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item4:mcq,uw-174317-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item5:open,uw-174318-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item6:mcq,uw-174318-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item7:open,uw-174322-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item8:mcq,uw-174322-mcq,addition:adversarial,addition,adversarial,mcq,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke1:item9:open,uw-174323-open,addition:adversarial,addition,adversarial,open,1,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item10:mcq,uw-174351-mcq,addition:adversarial,addition,adversarial,mcq,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item12:mcq,uw-174352-mcq,addition:adversarial,addition,adversarial,mcq,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item14:mcq,uw-174354-mcq,addition:adversarial,addition,adversarial,mcq,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item15:open,uw-174355-open,addition:adversarial,addition,adversarial,open,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item16:mcq,uw-174355-mcq,addition:adversarial,addition,adversarial,mcq,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item18:mcq,uw-174357-mcq,addition:adversarial,addition,adversarial,mcq,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item1:open,uw-174346-open,addition:adversarial,addition,adversarial,open,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item20:mcq,uw-174359-mcq,addition:adversarial,addition,adversarial,mcq,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item21:open,uw-174361-open,addition:adversarial,addition,adversarial,open,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item6:mcq,uw-174349-mcq,addition:adversarial,addition,adversarial,mcq,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item7:open,uw-174350-open,addition:adversarial,addition,adversarial,open,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item8:mcq,uw-174350-mcq,addition:adversarial,addition,adversarial,mcq,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke2:item9:open,uw-174351-open,addition:adversarial,addition,adversarial,open,2,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item10:mcq,uw-174370-mcq,addition:adversarial,addition,adversarial,mcq,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item12:mcq,uw-174374-mcq,addition:adversarial,addition,adversarial,mcq,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item13:open,uw-174375-open,addition:adversarial,addition,adversarial,open,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item14:mcq,uw-174375-mcq,addition:adversarial,addition,adversarial,mcq,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item1:open,uw-174365-open,addition:adversarial,addition,adversarial,open,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item2:mcq,uw-174365-mcq,addition:adversarial,addition,adversarial,mcq,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item3:open,uw-174366-open,addition:adversarial,addition,adversarial,open,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item4:mcq,uw-174366-mcq,addition:adversarial,addition,adversarial,mcq,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item6:mcq,uw-174367-mcq,addition:adversarial,addition,adversarial,mcq,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item7:open,uw-174368-open,addition:adversarial,addition,adversarial,open,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item8:mcq,uw-174368-mcq,addition:adversarial,addition,adversarial,mcq,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke3:item9:open,uw-174370-open,addition:adversarial,addition,adversarial,open,3,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item10:mcq,uw-174381-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item13:open,uw-174384-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item14:mcq,uw-174384-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item1:open,uw-174377-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item22:mcq,uw-174392-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item24:mcq,uw-174393-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item25:open,uw-174394-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item26:mcq,uw-174394-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item28:mcq,uw-174395-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item29:open,uw-174396-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item30:mcq,uw-174396-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item32:mcq,uw-174396-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item34:mcq,uw-174397-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item39:open,uw-174399-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item3:open,uw-174378-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item40:mcq,uw-174399-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item41:open,uw-174396-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item42:mcq,uw-174396-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item4:mcq,uw-174378-mcq,addition:adversarial,addition,adversarial,mcq,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke4:item9:open,uw-174381-open,addition:adversarial,addition,adversarial,open,4,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke5:item10:mcq,uw-174403-mcq,addition:adversarial,addition,adversarial,mcq,5,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke5:item13:open,uw-174406-open,addition:adversarial,addition,adversarial,open,5,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke5:item14:mcq,uw-174406-mcq,addition:adversarial,addition,adversarial,mcq,5,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke5:item17:open,uw-174408-open,addition:adversarial,addition,adversarial,open,5,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke5:item18:mcq,uw-174408-mcq,addition:adversarial,addition,adversarial,mcq,5,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke5:item19:open,uw-174409-open,addition:adversarial,addition,adversarial,open,5,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke5:item1:open,uw-174400-open,addition:adversarial,addition,adversarial,open,5,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
luke5:item20:mcq,uw-174409-mcq,addition:adversarial,addition,adversarial,mcq,5,6,6,0.3,0.0,0.16693,0.85451,1.69297,2.7125,1,0
